,prod_id,qty,price,discount,member,txn_id,start_txn_time
64,9ec847,4,54,15,f,c75ea6,2021-03-03 04:17:19.8528
65,5d267b,1,40,15,f,c75ea6,2021-03-03 04:17:19.8528
66,f084eb,5,36,15,f,c75ea6,2021-03-03 04:17:19.8528
67,b9a74d,4,17,15,f,c75ea6,2021-03-03 04:17:19.8528
68,2feb6b,5,29,15,f,c75ea6,2021-03-03 04:17:19.8528
69,c4a632,1,13,10,t,84a0f1,2021-03-19 23:33:38.2752
70,e31d39,4,10,10,t,84a0f1,2021-03-19 23:33:38.2752
71,9ec847,5,54,10,t,84a0f1,2021-03-19 23:33:38.2752
72,b9a74d,2,17,10,t,84a0f1,2021-03-19 23:33:38.2752
73,2feb6b,1,29,10,t,84a0f1,2021-03-19 23:33:38.2752
74,c4a632,4,13,9,f,786c60,2021-01-13 08:41:16.4544
75,e83aa3,1,32,9,f,786c60,2021-01-13 08:41:16.4544
76,e31d39,4,10,9,f,786c60,2021-01-13 08:41:16.4544
77,d5e9a6,4,23,9,f,786c60,2021-01-13 08:41:16.4544
78,72f5d4,1,19,9,f,786c60,2021-01-13 08:41:16.4544
79,9ec847,2,54,9,f,786c60,2021-01-13 08:41:16.4544
80,c8d436,5,10,9,f,786c60,2021-01-13 08:41:16.4544
81,2a2353,4,57,9,f,786c60,2021-01-13 08:41:16.4544
82,f084eb,1,36,9,f,786c60,2021-01-13 08:41:16.4544
83,b9a74d,2,17,9,f,786c60,2021-01-13 08:41:16.4544
84,c4a632,1,13,13,t,500bf9,2021-03-08 02:41:15.3312
85,d5e9a6,1,23,13,t,500bf9,2021-03-08 02:41:15.3312
86,9ec847,4,54,13,t,500bf9,2021-03-08 02:41:15.3312
87,b9a74d,4,17,13,t,500bf9,2021-03-08 02:41:15.3312
88,e83aa3,4,32,24,t,034601,2021-01-12 17:35:37.3344
89,e31d39,4,10,24,t,034601,2021-01-12 17:35:37.3344
90,9ec847,5,54,24,t,034601,2021-01-12 17:35:37.3344
91,f084eb,3,36,24,t,034601,2021-01-12 17:35:37.3344
92,b9a74d,3,17,24,t,034601,2021-01-12 17:35:37.3344
93,e83aa3,4,32,1,t,a88a5e,2021-02-15 04:56:13.2576
94,5d267b,4,40,1,t,a88a5e,2021-02-15 04:56:13.2576
95,d5e9a6,3,23,19,f,9a9653,2021-02-08 09:12:50.0832
96,c8d436,1,10,19,f,9a9653,2021-02-08 09:12:50.0832
97,f084eb,2,36,19,f,9a9653,2021-02-08 09:12:50.0832
98,b9a74d,2,17,19,f,9a9653,2021-02-08 09:12:50.0832
99,2feb6b,2,29,19,f,9a9653,2021-02-08 09:12:50.0832
100,c4a632,5,13,14,f,1edc69,2021-03-28 15:32:43.7856
101,e83aa3,5,32,14,f,1edc69,2021-03-28 15:32:43.7856
102,72f5d4,3,19,14,f,1edc69,2021-03-28 15:32:43.7856
103,9ec847,5,54,14,f,1edc69,2021-03-28 15:32:43.7856
104,c8d436,3,10,14,f,1edc69,2021-03-28 15:32:43.7856
105,b9a74d,4,17,14,f,1edc69,2021-03-28 15:32:43.7856
106,e83aa3,1,32,18,f,638a7d,2021-03-15 02:24:18.0576
107,e31d39,2,10,18,f,638a7d,2021-03-15 02:24:18.0576
108,d5e9a6,4,23,18,f,638a7d,2021-03-15 02:24:18.0576
109,72f5d4,3,19,18,f,638a7d,2021-03-15 02:24:18.0576
110,9ec847,3,54,18,f,638a7d,2021-03-15 02:24:18.0576
111,5d267b,2,40,18,f,638a7d,2021-03-15 02:24:18.0576
112,c8d436,2,10,18,f,638a7d,2021-03-15 02:24:18.0576
113,2a2353,3,57,18,f,638a7d,2021-03-15 02:24:18.0576
114,b9a74d,3,17,18,f,638a7d,2021-03-15 02:24:18.0576
115,c4a632,5,13,1,f,4bdb49,2021-03-03 04:33:15.264
116,9ec847,2,54,1,f,4bdb49,2021-03-03 04:33:15.264
117,5d267b,2,40,1,f,4bdb49,2021-03-03 04:33:15.264
118,c8d436,1,10,1,f,4bdb49,2021-03-03 04:33:15.264
119,f084eb,5,36,1,f,4bdb49,2021-03-03 04:33:15.264
120,b9a74d,3,17,1,f,4bdb49,2021-03-03 04:33:15.264
121,2feb6b,2,29,1,f,4bdb49,2021-03-03 04:33:15.264
122,c4a632,2,13,13,t,8f4908,2021-03-24 21:30:36.2592
123,e83aa3,4,32,13,t,8f4908,2021-03-24 21:30:36.2592
124,d5e9a6,2,23,13,t,8f4908,2021-03-24 21:30:36.2592
125,72f5d4,3,19,13,t,8f4908,2021-03-24 21:30:36.2592
126,5d267b,4,40,13,t,8f4908,2021-03-24 21:30:36.2592
127,f084eb,1,36,13,t,8f4908,2021-03-24 21:30:36.2592
128,b9a74d,5,17,13,t,8f4908,2021-03-24 21:30:36.2592
129,e31d39,2,10,20,t,3132fb,2021-02-11 01:59:35.2608
130,d5e9a6,1,23,20,t,3132fb,2021-02-11 01:59:35.2608
131,5d267b,4,40,20,t,3132fb,2021-02-11 01:59:35.2608
132,2a2353,4,57,20,t,3132fb,2021-02-11 01:59:35.2608
133,b9a74d,1,17,20,t,3132fb,2021-02-11 01:59:35.2608
134,2feb6b,5,29,20,t,3132fb,2021-02-11 01:59:35.2608
135,c4a632,5,13,12,t,2cf0ed,2021-01-24 00:59:46.2912
136,e31d39,5,10,12,t,2cf0ed,2021-01-24 00:59:46.2912
137,d5e9a6,4,23,12,t,2cf0ed,2021-01-24 00:59:46.2912
138,2a2353,4,57,12,t,2cf0ed,2021-01-24 00:59:46.2912
139,f084eb,2,36,12,t,2cf0ed,2021-01-24 00:59:46.2912
140,2feb6b,5,29,12,t,2cf0ed,2021-01-24 00:59:46.2912
141,e31d39,5,10,16,t,9e0037,2021-01-09 17:25:31.2384
142,d5e9a6,1,23,16,t,9e0037,2021-01-09 17:25:31.2384
143,72f5d4,1,19,16,t,9e0037,2021-01-09 17:25:31.2384
144,f084eb,3,36,16,t,9e0037,2021-01-09 17:25:31.2384
145,d5e9a6,5,23,7,t,d1a249,2021-02-07 21:22:19.7184
146,72f5d4,4,19,7,t,d1a249,2021-02-07 21:22:19.7184
147,9ec847,5,54,7,t,d1a249,2021-02-07 21:22:19.7184
148,2a2353,3,57,7,t,d1a249,2021-02-07 21:22:19.7184
149,2feb6b,3,29,7,t,d1a249,2021-02-07 21:22:19.7184
150,c4a632,2,13,22,t,f77cc2,2021-02-08 12:29:27.9168
151,e83aa3,5,32,22,t,f77cc2,2021-02-08 12:29:27.9168
152,d5e9a6,3,23,22,t,f77cc2,2021-02-08 12:29:27.9168
153,9ec847,3,54,22,t,f77cc2,2021-02-08 12:29:27.9168
154,5d267b,3,40,22,t,f77cc2,2021-02-08 12:29:27.9168
155,c8d436,5,10,22,t,f77cc2,2021-02-08 12:29:27.9168
156,2a2353,5,57,22,t,f77cc2,2021-02-08 12:29:27.9168
157,c4a632,2,13,9,t,1928b1,2021-03-25 08:47:13.2864
158,e31d39,1,10,9,t,1928b1,2021-03-25 08:47:13.2864
159,d5e9a6,1,23,9,t,1928b1,2021-03-25 08:47:13.2864
160,9ec847,1,54,9,t,1928b1,2021-03-25 08:47:13.2864
161,5d267b,3,40,9,t,1928b1,2021-03-25 08:47:13.2864
162,2a2353,4,57,9,t,1928b1,2021-03-25 08:47:13.2864
163,b9a74d,1,17,9,t,1928b1,2021-03-25 08:47:13.2864
164,2feb6b,5,29,9,t,1928b1,2021-03-25 08:47:13.2864
165,e83aa3,1,32,5,t,c228e3,2021-02-03 00:35:29.9328
166,d5e9a6,3,23,5,t,c228e3,2021-02-03 00:35:29.9328
167,72f5d4,3,19,5,t,c228e3,2021-02-03 00:35:29.9328
168,2a2353,4,57,5,t,c228e3,2021-02-03 00:35:29.9328
169,e31d39,2,10,23,t,870d3b,2021-01-20 14:29:24.6912
170,9ec847,1,54,23,t,870d3b,2021-01-20 14:29:24.6912
171,c8d436,4,10,23,t,870d3b,2021-01-20 14:29:24.6912
172,2a2353,3,57,23,t,870d3b,2021-01-20 14:29:24.6912
173,c4a632,3,13,22,t,46f796,2021-03-13 02:30:37.1808
174,2a2353,2,57,22,t,46f796,2021-03-13 02:30:37.1808
175,b9a74d,4,17,22,t,46f796,2021-03-13 02:30:37.1808
176,d5e9a6,5,23,15,t,24986f,2021-01-09 03:30:35.2224
177,72f5d4,3,19,15,t,24986f,2021-01-09 03:30:35.2224
178,5d267b,3,40,15,t,24986f,2021-01-09 03:30:35.2224
179,2a2353,4,57,15,t,24986f,2021-01-09 03:30:35.2224
180,f084eb,1,36,15,t,24986f,2021-01-09 03:30:35.2224
181,b9a74d,3,17,15,t,24986f,2021-01-09 03:30:35.2224
182,e83aa3,4,32,2,t,90e5ad,2021-02-28 23:10:03.7344
183,e31d39,4,10,2,t,90e5ad,2021-02-28 23:10:03.7344
184,9ec847,3,54,2,t,90e5ad,2021-02-28 23:10:03.7344
185,2a2353,2,57,2,t,90e5ad,2021-02-28 23:10:03.7344
186,b9a74d,1,17,2,t,90e5ad,2021-02-28 23:10:03.7344
187,c4a632,3,13,10,t,31f568,2021-01-13 17:48:42.9696
188,e31d39,2,10,10,t,31f568,2021-01-13 17:48:42.9696
189,72f5d4,4,19,10,t,31f568,2021-01-13 17:48:42.9696
190,2feb6b,4,29,10,t,31f568,2021-01-13 17:48:42.9696
191,e83aa3,1,32,15,t,fb6b00,2021-02-23 17:17:16.6848
192,e31d39,4,10,15,t,fb6b00,2021-02-23 17:17:16.6848
193,72f5d4,3,19,15,t,fb6b00,2021-02-23 17:17:16.6848
194,9ec847,1,54,15,t,fb6b00,2021-02-23 17:17:16.6848
195,5d267b,5,40,15,t,fb6b00,2021-02-23 17:17:16.6848
196,2a2353,5,57,15,t,fb6b00,2021-02-23 17:17:16.6848
197,f084eb,4,36,15,t,fb6b00,2021-02-23 17:17:16.6848
198,2feb6b,5,29,15,t,fb6b00,2021-02-23 17:17:16.6848
199,c4a632,2,13,18,t,cf21fe,2021-02-18 08:32:03.408
200,5d267b,4,40,18,t,cf21fe,2021-02-18 08:32:03.408
201,c8d436,4,10,18,t,cf21fe,2021-02-18 08:32:03.408
202,2feb6b,2,29,18,t,cf21fe,2021-02-18 08:32:03.408
203,e31d39,1,10,6,t,a4586a,2021-01-29 18:42:09.6192
204,d5e9a6,3,23,6,t,a4586a,2021-01-29 18:42:09.6192
205,c8d436,2,10,6,t,a4586a,2021-01-29 18:42:09.6192
206,2a2353,5,57,6,t,a4586a,2021-01-29 18:42:09.6192
207,f084eb,3,36,6,t,a4586a,2021-01-29 18:42:09.6192
208,b9a74d,1,17,6,t,a4586a,2021-01-29 18:42:09.6192
209,2feb6b,2,29,6,t,a4586a,2021-01-29 18:42:09.6192
210,c4a632,4,13,16,f,dfec5f,2021-01-18 07:30:42.0768
211,e83aa3,4,32,16,f,dfec5f,2021-01-18 07:30:42.0768
212,e31d39,4,10,16,f,dfec5f,2021-01-18 07:30:42.0768
213,72f5d4,4,19,16,f,dfec5f,2021-01-18 07:30:42.0768
214,9ec847,3,54,16,f,dfec5f,2021-01-18 07:30:42.0768
215,5d267b,1,40,16,f,dfec5f,2021-01-18 07:30:42.0768
216,c8d436,2,10,16,f,dfec5f,2021-01-18 07:30:42.0768
217,2a2353,4,57,16,f,dfec5f,2021-01-18 07:30:42.0768
218,f084eb,5,36,16,f,dfec5f,2021-01-18 07:30:42.0768
219,b9a74d,1,17,16,f,dfec5f,2021-01-18 07:30:42.0768
220,c4a632,1,13,18,t,7c7e2d,2021-02-01 22:00:00.72
221,e83aa3,1,32,18,t,7c7e2d,2021-02-01 22:00:00.72
222,e31d39,5,10,18,t,7c7e2d,2021-02-01 22:00:00.72
223,72f5d4,5,19,18,t,7c7e2d,2021-02-01 22:00:00.72
224,9ec847,1,54,18,t,7c7e2d,2021-02-01 22:00:00.72
225,c8d436,1,10,18,t,7c7e2d,2021-02-01 22:00:00.72
226,2a2353,5,57,18,t,7c7e2d,2021-02-01 22:00:00.72
227,f084eb,2,36,18,t,7c7e2d,2021-02-01 22:00:00.72
228,b9a74d,5,17,18,t,7c7e2d,2021-02-01 22:00:00.72
229,e83aa3,3,32,0,t,b7106e,2021-01-22 11:50:11.9616
230,9ec847,2,54,0,t,b7106e,2021-01-22 11:50:11.9616
231,c8d436,1,10,0,t,b7106e,2021-01-22 11:50:11.9616
232,2a2353,3,57,0,t,b7106e,2021-01-22 11:50:11.9616
233,b9a74d,4,17,0,t,b7106e,2021-01-22 11:50:11.9616
234,9ec847,3,54,6,t,9ae921,2021-03-22 03:08:08.9376
235,5d267b,2,40,6,t,9ae921,2021-03-22 03:08:08.9376
236,2a2353,2,57,6,t,9ae921,2021-03-22 03:08:08.9376
237,f084eb,2,36,6,t,9ae921,2021-03-22 03:08:08.9376
238,b9a74d,4,17,6,t,9ae921,2021-03-22 03:08:08.9376
239,e83aa3,4,32,1,t,023ace,2021-02-15 01:51:16.2144
240,d5e9a6,5,23,1,t,023ace,2021-02-15 01:51:16.2144
241,9ec847,2,54,1,t,023ace,2021-02-15 01:51:16.2144
242,c8d436,3,10,1,t,023ace,2021-02-15 01:51:16.2144
243,b9a74d,2,17,1,t,023ace,2021-02-15 01:51:16.2144
244,d5e9a6,4,23,22,t,d7b455,2021-01-29 13:20:29.6736
245,72f5d4,4,19,22,t,d7b455,2021-01-29 13:20:29.6736
246,5d267b,5,40,22,t,d7b455,2021-01-29 13:20:29.6736
247,2a2353,3,57,22,t,d7b455,2021-01-29 13:20:29.6736
248,f084eb,5,36,22,t,d7b455,2021-01-29 13:20:29.6736
249,c4a632,2,13,4,f,f16705,2021-02-24 01:06:25.7184
250,e31d39,4,10,4,f,f16705,2021-02-24 01:06:25.7184
251,d5e9a6,1,23,4,f,f16705,2021-02-24 01:06:25.7184
252,72f5d4,3,19,4,f,f16705,2021-02-24 01:06:25.7184
253,9ec847,2,54,4,f,f16705,2021-02-24 01:06:25.7184
254,b9a74d,3,17,4,f,f16705,2021-02-24 01:06:25.7184
255,2feb6b,1,29,4,f,f16705,2021-02-24 01:06:25.7184
256,e83aa3,5,32,18,f,8d2c78,2021-03-02 01:26:50.6112
257,e31d39,1,10,18,f,8d2c78,2021-03-02 01:26:50.6112
258,72f5d4,2,19,18,f,8d2c78,2021-03-02 01:26:50.6112
259,f084eb,1,36,18,f,8d2c78,2021-03-02 01:26:50.6112
260,d5e9a6,3,23,16,t,28d244,2021-02-20 06:45:03.7152
261,9ec847,2,54,16,t,28d244,2021-02-20 06:45:03.7152
262,5d267b,1,40,16,t,28d244,2021-02-20 06:45:03.7152
263,c8d436,4,10,16,t,28d244,2021-02-20 06:45:03.7152
264,2a2353,4,57,16,t,28d244,2021-02-20 06:45:03.7152
265,f084eb,3,36,16,t,28d244,2021-02-20 06:45:03.7152
266,c4a632,4,13,22,f,d499f9,2021-02-13 19:04:20.8704
267,d5e9a6,4,23,22,f,d499f9,2021-02-13 19:04:20.8704
268,9ec847,3,54,22,f,d499f9,2021-02-13 19:04:20.8704
269,5d267b,1,40,22,f,d499f9,2021-02-13 19:04:20.8704
270,c8d436,1,10,22,f,d499f9,2021-02-13 19:04:20.8704
271,2a2353,4,57,22,f,d499f9,2021-02-13 19:04:20.8704
272,f084eb,5,36,22,f,d499f9,2021-02-13 19:04:20.8704
273,b9a74d,2,17,22,f,d499f9,2021-02-13 19:04:20.8704
274,c4a632,2,13,22,t,3fcd70,2021-02-15 07:06:06.2784
275,72f5d4,4,19,22,t,3fcd70,2021-02-15 07:06:06.2784
276,9ec847,5,54,22,t,3fcd70,2021-02-15 07:06:06.2784
277,f084eb,4,36,22,t,3fcd70,2021-02-15 07:06:06.2784
278,b9a74d,1,17,22,t,3fcd70,2021-02-15 07:06:06.2784
279,2feb6b,2,29,22,t,3fcd70,2021-02-15 07:06:06.2784
280,e31d39,4,10,23,t,4f6a83,2021-02-07 16:17:00.672
281,d5e9a6,2,23,23,t,4f6a83,2021-02-07 16:17:00.672
282,9ec847,5,54,23,t,4f6a83,2021-02-07 16:17:00.672
283,c8d436,1,10,23,t,4f6a83,2021-02-07 16:17:00.672
284,2feb6b,5,29,23,t,4f6a83,2021-02-07 16:17:00.672
285,c4a632,1,13,19,f,572c3a,2021-01-09 23:57:29.9232
286,e83aa3,3,32,19,f,572c3a,2021-01-09 23:57:29.9232
287,e31d39,4,10,19,f,572c3a,2021-01-09 23:57:29.9232
288,d5e9a6,5,23,19,f,572c3a,2021-01-09 23:57:29.9232
289,9ec847,5,54,19,f,572c3a,2021-01-09 23:57:29.9232
290,5d267b,3,40,19,f,572c3a,2021-01-09 23:57:29.9232
291,c8d436,1,10,19,f,572c3a,2021-01-09 23:57:29.9232
292,2a2353,3,57,19,f,572c3a,2021-01-09 23:57:29.9232
293,f084eb,1,36,19,f,572c3a,2021-01-09 23:57:29.9232
294,2feb6b,1,29,19,f,572c3a,2021-01-09 23:57:29.9232
295,c4a632,2,13,12,f,04970c,2021-01-28 10:03:47.3472
296,e31d39,2,10,12,f,04970c,2021-01-28 10:03:47.3472
297,72f5d4,3,19,12,f,04970c,2021-01-28 10:03:47.3472
298,9ec847,4,54,12,f,04970c,2021-01-28 10:03:47.3472
299,c8d436,5,10,12,f,04970c,2021-01-28 10:03:47.3472
300,c4a632,3,13,16,t,8d1375,2021-03-15 19:41:11.328
301,e83aa3,3,32,16,t,8d1375,2021-03-15 19:41:11.328
302,72f5d4,4,19,16,t,8d1375,2021-03-15 19:41:11.328
303,5d267b,2,40,16,t,8d1375,2021-03-15 19:41:11.328
304,c8d436,2,10,16,t,8d1375,2021-03-15 19:41:11.328
305,2a2353,5,57,16,t,8d1375,2021-03-15 19:41:11.328
306,f084eb,5,36,16,t,8d1375,2021-03-15 19:41:11.328
307,2feb6b,2,29,16,t,8d1375,2021-03-15 19:41:11.328
308,c4a632,4,13,0,f,95ef47,2021-01-20 18:38:24.72
309,e31d39,3,10,0,f,95ef47,2021-01-20 18:38:24.72
310,d5e9a6,5,23,0,f,95ef47,2021-01-20 18:38:24.72
311,72f5d4,1,19,0,f,95ef47,2021-01-20 18:38:24.72
312,9ec847,3,54,0,f,95ef47,2021-01-20 18:38:24.72
313,5d267b,1,40,0,f,95ef47,2021-01-20 18:38:24.72
314,c8d436,3,10,0,f,95ef47,2021-01-20 18:38:24.72
315,2a2353,4,57,0,f,95ef47,2021-01-20 18:38:24.72
316,b9a74d,1,17,0,f,95ef47,2021-01-20 18:38:24.72
317,c4a632,2,13,19,t,9a36b3,2021-01-24 23:26:15.4752
318,e83aa3,3,32,19,t,9a36b3,2021-01-24 23:26:15.4752
319,e31d39,1,10,19,t,9a36b3,2021-01-24 23:26:15.4752
320,72f5d4,1,19,19,t,9a36b3,2021-01-24 23:26:15.4752
321,9ec847,3,54,19,t,9a36b3,2021-01-24 23:26:15.4752
322,5d267b,5,40,19,t,9a36b3,2021-01-24 23:26:15.4752
323,c8d436,4,10,19,t,9a36b3,2021-01-24 23:26:15.4752
324,f084eb,1,36,19,t,9a36b3,2021-01-24 23:26:15.4752
325,b9a74d,4,17,19,t,9a36b3,2021-01-24 23:26:15.4752
326,2feb6b,5,29,19,t,9a36b3,2021-01-24 23:26:15.4752
327,72f5d4,2,19,6,t,7db661,2021-01-18 04:02:51.2736
328,5d267b,5,40,6,t,7db661,2021-01-18 04:02:51.2736
329,c8d436,4,10,6,t,7db661,2021-01-18 04:02:51.2736
330,b9a74d,2,17,6,t,7db661,2021-01-18 04:02:51.2736
331,c4a632,3,13,17,t,3424ed,2021-01-20 23:52:40.656
332,e83aa3,1,32,17,t,3424ed,2021-01-20 23:52:40.656
333,e31d39,4,10,17,t,3424ed,2021-01-20 23:52:40.656
334,9ec847,3,54,17,t,3424ed,2021-01-20 23:52:40.656
335,5d267b,2,40,17,t,3424ed,2021-01-20 23:52:40.656
336,b9a74d,4,17,17,t,3424ed,2021-01-20 23:52:40.656
337,e83aa3,1,32,13,t,16463d,2021-01-20 07:26:39.3792
338,72f5d4,5,19,13,t,16463d,2021-01-20 07:26:39.3792
339,9ec847,5,54,13,t,16463d,2021-01-20 07:26:39.3792
340,5d267b,1,40,13,t,16463d,2021-01-20 07:26:39.3792
341,2a2353,4,57,13,t,16463d,2021-01-20 07:26:39.3792
342,b9a74d,3,17,13,t,16463d,2021-01-20 07:26:39.3792
343,d5e9a6,1,23,21,t,27be37,2021-01-20 00:46:56.3808
344,9ec847,5,54,21,t,27be37,2021-01-20 00:46:56.3808
345,c8d436,2,10,21,t,27be37,2021-01-20 00:46:56.3808
346,2a2353,2,57,21,t,27be37,2021-01-20 00:46:56.3808
347,2feb6b,1,29,21,t,27be37,2021-01-20 00:46:56.3808
348,c4a632,3,13,2,t,354cfd,2021-03-21 09:17:41.5968
349,e31d39,5,10,2,t,354cfd,2021-03-21 09:17:41.5968
350,9ec847,5,54,2,t,354cfd,2021-03-21 09:17:41.5968
351,c8d436,5,10,2,t,354cfd,2021-03-21 09:17:41.5968
352,2a2353,3,57,2,t,354cfd,2021-03-21 09:17:41.5968
353,b9a74d,1,17,2,t,354cfd,2021-03-21 09:17:41.5968
354,e83aa3,2,32,21,f,3c2972,2021-02-16 09:44:37.7952
355,e31d39,5,10,21,f,3c2972,2021-02-16 09:44:37.7952
356,d5e9a6,3,23,21,f,3c2972,2021-02-16 09:44:37.7952
357,72f5d4,3,19,21,f,3c2972,2021-02-16 09:44:37.7952
358,5d267b,2,40,21,f,3c2972,2021-02-16 09:44:37.7952
359,c8d436,2,10,21,f,3c2972,2021-02-16 09:44:37.7952
360,2a2353,1,57,21,f,3c2972,2021-02-16 09:44:37.7952
361,2feb6b,3,29,21,f,3c2972,2021-02-16 09:44:37.7952
362,e31d39,4,10,4,t,916293,2021-03-23 15:32:02.4
363,d5e9a6,3,23,4,t,916293,2021-03-23 15:32:02.4
364,b9a74d,4,17,4,t,916293,2021-03-23 15:32:02.4
365,2feb6b,4,29,4,t,916293,2021-03-23 15:32:02.4
366,e83aa3,2,32,18,t,144b5e,2021-01-28 21:18:24.2784
367,e31d39,2,10,18,t,144b5e,2021-01-28 21:18:24.2784
368,72f5d4,1,19,18,t,144b5e,2021-01-28 21:18:24.2784
369,5d267b,5,40,18,t,144b5e,2021-01-28 21:18:24.2784
370,f084eb,1,36,18,t,144b5e,2021-01-28 21:18:24.2784
371,c4a632,4,13,0,f,f4dfc4,2021-01-24 00:02:17.808
372,72f5d4,4,19,0,f,f4dfc4,2021-01-24 00:02:17.808
373,5d267b,3,40,0,f,f4dfc4,2021-01-24 00:02:17.808
374,2a2353,3,57,0,f,f4dfc4,2021-01-24 00:02:17.808
375,c4a632,5,13,12,t,f84e54,2021-02-23 17:24:05.9616
376,e83aa3,4,32,12,t,f84e54,2021-02-23 17:24:05.9616
377,d5e9a6,3,23,12,t,f84e54,2021-02-23 17:24:05.9616
378,9ec847,3,54,12,t,f84e54,2021-02-23 17:24:05.9616
379,5d267b,5,40,12,t,f84e54,2021-02-23 17:24:05.9616
380,f084eb,4,36,12,t,f84e54,2021-02-23 17:24:05.9616
381,2feb6b,2,29,12,t,f84e54,2021-02-23 17:24:05.9616
